Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C;D2:1]-[N;D1:2]>>[C;D2:1]-[N;D2:2]=[N;D2+:4]=[N;D1-:3]$[C;D3:1]-[C;D2:2]-[N;D2:3]=[N;D2+:4]>>[C;D3:1]-[C;D2:2]-[O;D2:9]-[S;D4:6](-[C:5])(=[O:7])=[O:8].[N;D1-:3]=[N;D2+:4]$[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D1:4]	2	2	4,314	CCCCOC(=O)[C@@H]1CC[C@H](CN)CC1,Cc1onc2c1c(=O)n(C1CC(CN)CN(C(=O)OC(C)(C)C)C1)c1cccc(Cl)c21
[C;D3:1]-[C;D3:2]-1=[N;D2:3]-[O;D2:4]-[C;D4:5](-[C;D3:6])(-[C;D4:7](-[F:8])(-[F:9])-[F:10])-[C;D2:11]-1>>[C;D3:1]-[C;D3:2](=[N;D2:3]-[O;D1:4])-[Cl;D1:12].[C;D3:5](-[C;D3:6])(-[C;D4:7](-[F:8])(-[F:9])-[F:10])=[C;D1:11]$[C;D3:1]-[C;D3:2](-[Cl;D1:3])=[N;D2:4]>>[Cl;D1:3]-[N;D3:11]-1-[C;D3:6](=[O:5])-[C:7]-[C:8]-[C;D3:9]-1=[O:10].[C;D3:1]-[C;D2:2]=[N;D2:4]$[C;D3:1]-[C;D2:2]=[N;D2:3]-[O;D1:4]>>[C;D3:1]-[C;D2:2]=[O;D1:5].[N;D1:3]-[O;D1:4]$[C;D3:1]-[C;D2:2]=[O;D1:3]>>[O;D2:3](-[O;D2:6]-[C;D3:5](=[O:4])-[C:15]:1:[C:16]:[C:17]:[C:18]:[C:19]:[C:20]:1)-[C;D3:7](=[O;D1:8])-[C;D3:9]:2:[C:10]:[C:11]:[C:12]:[C:13]:[C:14]:2.[C;D3:1]-[C;D1:2]	2	2	552,1510	CC1(C)OB(O)c2ccc(C3=NOC(c4cc(Cl)c(F)c(Cl)c4F)(C(F)(F)F)C3)cc21,CC1(C)OB(O)c2cc(F)c(C3=NOC(c4cc(Cl)cc(Cl)c4)(C(F)(F)F)C3)cc21
[C:1](:[C;D3:2](-[C;D2:3]-[N;D3:4](-[C;D1:5])-[C;D3:6]):[N:7]):[N:8]>>[C:1](:[C;D3:2](-[C;D2:3]=[O;D1:9]):[N:7]):[N:8].[N;D2:4](-[C;D1:5])-[C;D3:6]$[C:1](:[C;D3:2](-[C;D2:3]=[O;D1:4]):[N:5]):[N:6]>>[C:1](:[C;D3:2](-[C;D2:3]-[O;D1:4]):[N:5]):[N:6]$[C:1](:[C;D3:2](-[C;D2:3]-[O;D1:4]):[N:5]):[N:6]>>[C:1](:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D2:9]-[C;D2:8]-[C:7]):[N:5]):[N:6]$[C;D2:1]:[C;D3:2](-[N;D3:3](-[C;D1:4])-[C;D1:5]):[N;D2:6]:[C:7]:[C:8]>>[C;D2:1]:[C;D3:2](:[N;D2:6]:[C:7]:[C:8])-[F;D1:9].[N;D2:3](-[C;D1:4])-[C;D1:5]	1	1	1534	CN(C)c1cc(-c2c(CN(C)[C@H]3CCCc4cccnc43)nc3ccccn23)ccn1
[C:1](:[C;D3:2](-[C;D3:3](=[O;D1:4])-[N;D2:5]-[C;D2:6]):[N:7]):[N:8]>>[C:1](:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D1:9]):[N:7]):[N:8].[N;D1:5]-[C;D2:6]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D3:5](-[C;D1:6]):[N;D2:7]:[C;D3:8](:[C;D3:9]):[N;D3:12]:1:[C;D2:11]:[C:10]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D3:5](-[C;D1:6])=[O;D1:13])-[Cl;D1:14].[N;D1:7]-[C;D3:8](:[C;D3:9]):[N;D2:12]:[C;D2:11]:[C:10]$[C:1](:[N:2]):[C;D3:3]-[O;D2:4]-[C;D2:5]-[C;D3:6]>>[C;D2:5](-[C;D3:6])-[Br;D1:7].[C:1](:[N:2]):[C;D3:3]-[O;D1:4]	1	1	1822	Cc1nc2c(OCc3c(F)cccc3F)cccn2c1C(=O)NCC(C)(N)CC(C)C
[C:1](:[C;D3:2](-[C;D3:3](=[O;D1:4])-[N;D2:5]-[C;D3:6]):[N:7]):[N:8]>>[C:1](:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D1:9]):[N:7]):[N:8].[N;D1:5]-[C;D3:6]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D3:5](-[C;D1:6]):[N;D2:7]:[C;D3:8](:[C;D3:9]):[N;D3:12]:1:[C;D2:11]:[C:10]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D3:5](-[C;D1:6])=[O;D1:13])-[Cl;D1:14].[N;D1:7]-[C;D3:8](:[C;D3:9]):[N;D2:12]:[C;D2:11]:[C:10]$[C:1](:[N:2]):[C;D3:3]-[O;D2:4]-[C;D2:5]-[C;D3:6]>>[C;D2:5](-[C;D3:6])-[Br;D1:7].[C:1](:[N:2]):[C;D3:3]-[O;D1:4]	1	1	8353	Cc1nc2c(OCc3c(F)cccc3F)cccn2c1C(=O)NC1CNc2ccccc2C1
[C:1](:[C;D3:2]-[C;D3:3](=[O;D1:4])-[N;D3:5](-[C;D2:6])-[C;D2:7]):[N:8]>>[C:1](:[C;D3:2]-[C;D3:3](=[O;D1:4])-[O;D1:9]):[N:8].[N;D2:5](-[C;D2:6])-[C;D2:7]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D3:5](-[C;D1:6]):[N;D3:7](-[C;D3:8]):[C;D3:9](-[C;D3:10]):[C;D2:11]:1>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D3:5](-[C;D1:6])=[O;D1:12])-[C;D2:11]-[C;D3:9](-[C;D3:10])=[O;D1:13].[N;D1:7]-[C;D3:8]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D2:5]-[C;D3:6](=[O:7])-[C:8])-[C;D3:9](-[C:10])=[O:11]>>[C;D2:5](-[C;D3:6](=[O:7])-[C:8])-[Br;D1:12].[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D3:9](-[C:10])=[O:11]	1	1	3660	Cc1c(C(=O)N2CC[Si](C)(C)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1
[C:1](:[N:2]):[C;D3:3]-[C;D3:4]:1:[N;D2:5]:[C;D3:6](:[C;D3:7](:[C;D2:8]):[N;D2:10]:1):[C;D2:9]>>[C:1](:[N:2]):[C;D3:3]-[C;D2:4]=[O;D1:11].[N;D1:5]-[C;D3:6](:[C;D3:7](:[C;D2:8])-[N;D1:10]):[C;D2:9]$[C;D3:1](:[N:2]):[C;D3:4](:[C;D2:3])-[C;D2:5]=[O;D1:6]>>[C;D2:5](=[O;D1:6])-[N;D3:8](-[C;D1:7])-[C;D1:9].[C;D3:1](:[N:2]):[C;D2:4]:[C;D2:3]$[C;D4:1]-[C;D3:2](=[O;D1:3])-[N;D2:4]-[C;D3:5](:[N:6]):[C:7]>>[C;D4:1]-[C;D3:2](=[O;D1:3])-[Cl;D1:8].[N;D1:4]-[C;D3:5](:[N:6]):[C:7]$[N:1]:[C;D2:2]:[C;D3:3](-[C;D3:4](:[C;D2:5]):[C;D2:6]):[C;D2:7]>>[N:1]:[C;D2:2]:[C;D3:3](:[C;D2:7])-[Br;D1:8].[C;D3:4](:[C;D2:5])(:[C;D2:6])-[B;D3:10](-[O;D1:9])-[O;D1:11]	1	1	1660	CC(C)(C)C(=O)Nc1ncc(-c2ccccc2)cc1-c1nc2ccccc2[nH]1
[C:1](:[N:2]):[C;D3:3]-[O;D2:4]-[C;D3:5](:[C;D2:6]):[C;D3:7]>>[C;D3:5](:[C;D2:6])(:[C;D3:7])-[F;D1:8].[C:1](:[N:2]):[C;D3:3]-[O;D1:4]$[C:1](:[N:2]):[C;D3:3]-[O;D1:4]>>[C:1](:[N:2]):[C;D3:3]-[O;D2:4]-[C;D3:6](-[C;D1:5])=[O;D1:7]$[C;D3:1](:[N:2]):[C;D3:4](:[C;D2:3])-[O;D2:5]-[C;D3:6](-[C;D1:7])=[O;D1:8]>>[O;D2:5](-[C;D4:6](-[C;D1:7])(-[C;D1:9])-[C;D1:10])-[N;D2:11]=[O;D1:8].[C;D3:1](:[N:2]):[C;D3:4](:[C;D2:3])-[N;D1:12]$[C:1](:[N:2]):[C;D3:3]-[N;D1:4]>>[C:1](:[N:2]):[C;D3:3]-[N;D3+:4](=[O;D1:5])-[O;D1-:6]	1	1	1251	COC(=O)COc1ncccc1Oc1cc(NC(C)=O)c(F)cc1[N+](=O)[O-]
[C:1](:[N:2]):[C;D3:4]:1:[C:3]:[N:10]:[N;D2:9]:[C;D3:5]:1-[C;D3:6](:[C;D2:7]):[C;D2:8]>>[C;D3:6](:[C;D2:7])(:[C;D2:8])-[B;D3:15]-1-[O;D2:14]-[C:12](-[C:11])(-[C:13])-[C:17](-[O;D2:16]-1)(-[C:18])-[C:19].[C:1](:[N:2]):[C;D3:4]:1:[C:3]:[N:10]:[N;D2:9]:[C;D3:5]:1-[O;D2:23]-[S;D4:21](=[O:20])(=[O:22])-[C:24](-[F:25])(-[F:26])-[F:27]$[C:1](:[N:2]):[C;D3:4]:1:[C:3]:[N:15]:[N;D2:14]:[C;D3:5]:1-[O;D2:6]-[S;D4:7](=[O;D1:8])(=[O;D1:9])-[C;D4:10](-[F:11])(-[F:12])-[F:13]>>[S;D4:7](=[O;D1:8])(=[O;D1:9])(-[C;D4:10](-[F:11])(-[F:12])-[F:13])-[O;D2:19]-[S;D4:17](=[O:16])(=[O:18])-[C:20](-[F:21])(-[F:22])-[F:23].[C:1](:[N:2]):[C;D3:4]:1:[C:3]:[N:15]:[N;D2:14]:[C;D3:5]:1=[O;D1:6]$[C;D3:1]:1:[N:2]:[C:3]:[C;D2:4]:[C;D3:5]:2:[C;D3:6]:1:[C;D3:7](=[O;D1:8]):[N;D2:9]:[N;D3:10]:2-[C;D3:11]>>[C;D3:1]:1:[N:2]:[C:3]:[C;D2:4]:[C;D3:5](:[C;D3:6]:1-[C;D3:7](=[O;D1:8])-[N;D2:9]-[N;D2:10]-[C;D3:11])-[I;D1:12]$[C:1](:[C;D3:2]-[C;D3:3](=[O;D1:4])-[N;D2:5]-[N;D2:6]):[N:7]>>[C:1](:[C;D3:2]-[C;D3:3](=[O;D1:4])-[O;D1:8]):[N:7].[N;D1:5]-[N;D2:6]	1	1	491	COc1nccc2c1c(-c1ccc(S(N)(=O)=O)cc1)nn2C1CCOCC1
[C:1](:[N:2]):[C;D3:4]:1:[C:3]:[N:15]:[N;D2:14]:[C;D3:5]:1-[O;D2:6]-[S;D4:7](=[O;D1:8])(=[O;D1:9])-[C;D4:10](-[F:11])(-[F:12])-[F:13]>>[S;D4:7](=[O;D1:8])(=[O;D1:9])(-[C;D4:10](-[F:11])(-[F:12])-[F:13])-[O;D2:19]-[S;D4:17](=[O:16])(=[O:18])-[C:20](-[F:21])(-[F:22])-[F:23].[C:1](:[N:2]):[C;D3:4]:1:[C:3]:[N:15]:[N;D2:14]:[C;D3:5]:1=[O;D1:6]$[C;D3:1]:1:[N:2]:[C:3]:[C;D2:4]:[C;D3:5]:2:[C;D3:6]:1:[C;D3:7](=[O;D1:8]):[N;D2:9]:[N;D3:10]:2-[C;D3:11]>>[C;D3:1]:1:[N:2]:[C:3]:[C;D2:4]:[C;D3:5](:[C;D3:6]:1-[C;D3:7](=[O;D1:8])-[N;D2:9]-[N;D2:10]-[C;D3:11])-[I;D1:12]$[C:1](:[C;D3:2]-[C;D3:3](=[O;D1:4])-[N;D2:5]-[N;D2:6]):[N:7]>>[C:1](:[C;D3:2]-[C;D3:3](=[O;D1:4])-[O;D1:8]):[N:7].[N;D1:5]-[N;D2:6]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]	1	1	491	COc1nccc2c1c(OS(=O)(=O)C(F)(F)F)nn2C1CCOCC1
